Year,GDP per capita (current US$),Individuals using the Internet (% of population),"Life expectancy at birth, total (years)",GDP_growth,LE_change,Internet_growth
2019,4676.84802517145,,72.292,0.8180859356088588,0.1230000000000046,0.0
2020,4700.44940541029,,72.379,0.5046428729737151,0.0870000000000033,0.0
2021,4912.57966349119,57.5,72.13,4.512978223672293,-0.2490000000000094,24.458874458874448
2022,4933.07466930785,57.7,72.635,0.4171943707899972,0.5050000000000097,0.3478260869565375
2023,4863.76384632192,58.5,72.895,-1.40502278258956,0.2599999999999909,1.3864818024263317
2000,6178.58975559687,7.72,68.629,,,
2001,6657.41466937221,15.4,68.874,7.74974440310745,0.2449999999999903,99.48186528497412
2002,6762.93080808096,22.0,69.232,1.5849416620265844,0.3580000000000041,42.85714285714286
2003,8445.04653518298,26.0,69.454,24.87258519770863,0.2219999999999942,18.181818181818187
2004,9871.03419820086,27.0,69.879,16.885492070139097,0.4250000000000113,3.846153846153855
2005,12346.4373094075,29.0,70.185,25.077444384275548,0.3059999999999974,7.407407407407418
2013,21304.9776454565,59.9,72.785,72.55971995437862,2.5999999999999943,106.55172413793102
2014,21908.3017802988,62.4,72.898,2.831845894806495,0.1129999999999995,4.173622704507518
2015,19887.2337359338,65.1,72.882,-9.2251241772763,-0.0159999999999911,4.3269230769230616
2016,17449.1623528186,67.8,72.935,-12.259479701844633,0.0529999999999972,4.147465437788034
2017,17578.6417765865,70.6,72.984,0.7420380483019962,0.0489999999999923,4.129793510324475
2018,17575.8042838042,72.8,72.658,-0.0161417066140034,-0.3259999999999934,3.116147308781869
2019,17293.4730123427,75.0,72.836,-1.6063633100515506,0.1779999999999972,3.021978021978033
2020,15358.8612973066,77.3,72.645,-11.186947316223462,-0.1910000000000025,3.066666666666662
2021,17679.1812561341,84.4,71.111,15.107369706075824,-1.5339999999999918,9.184993531694708
2022,20874.37682915,84.5,73.331,18.0732101035916,2.219999999999999,0.1184834123222788
2023,18639.259241294,84.7,73.49,-10.70746976616218,0.1589999999999918,0.2366863905325367
2024,19314.7163432664,,,3.623840911424048,,0.0
2000,2199.04465936314,2.75,72.604,,,
2001,2235.71981624751,4.3,72.822,1.667776810635191,0.2180000000000035,56.363636363636346
2002,2320.7723805785,5.25,73.07,3.804258642469072,0.2479999999999904,22.093023255813947
2003,2725.8643148859,6.49,73.304,17.45504805630369,0.2340000000000088,23.619047619047628
2004,3067.41936376975,8.53,73.519,12.530155922238071,0.2150000000000034,31.43297380585515
2005,3146.8260743927,9.66,73.712,2.5887138733245108,0.1929999999999978,13.247362250879258
2013,4369.79345826358,43.8,74.674,38.86352009800535,0.9620000000000032,353.4161490683229
2014,4458.97895464547,46.2,74.784,2.040954503541448,0.1099999999999994,5.4794520547945424
2015,4014.94773686432,46.5,74.875,-9.958136656342544,0.0909999999999939,0.6493506493506329
2016,3847.80354448809,49.6,75.007,-4.163047773736894,0.132000000000005,6.666666666666665
2017,3619.03247319953,55.5,75.177,-5.9454977013124966,0.1700000000000017,11.895161290322577
2018,3628.10366464236,64.2,75.37,0.2506523914887593,0.1929999999999978,15.67567567567567
2019,3528.87213306798,66.7,75.599,-2.7350798308614976,0.2289999999999992,3.89408099688473
2020,3548.65363663803,68.6,75.004,0.5605616419105619,-0.5949999999999989,2.8485757121439192
2021,3906.93926319391,68.3,72.893,10.096381987150416,-2.111000000000004,-0.4373177842565523
2022,3708.8481241036,70.6,76.05,-5.070238510141845,3.1569999999999965,3.367496339677878
2023,3950.3753419816,72.4,76.508,6.512189493776455,0.4579999999999984,2.549575070821541
2024,4350.3717971875,,,10.125530375684576,,0.0
2000,4192.44316738494,3.76,71.931,,,
2001,3045.55413956926,5.19,72.271,-27.356101967890456,0.3400000000000034,38.03191489361704
2002,3583.19745897158,11.4,72.605,17.653382431033073,0.3340000000000032,119.65317919075144
